2 5
40406800 51517135 nytwxotwnizgrczmfybwbkxqvabkxgfkfwpmdgfwrutwvorgda
04404864 71799737 ihgxkjknsx
62024248 95515159 zqhgdalcry
22824288 59173113 uxizsnifml
64020648 51377573 doncvgpufmzsradgrotwvatibuxmhqjylcxaxitqbovgxuxoju
80484000 51153555 oledipqpoz
44286664 17531337 lyhchwlgfe
40846240 57357911 cbkrkhafcz
64888444 71355919 bulobgfqrehmzgdivmrwrcpifovohmvilmtwporcpyjghuvmpu
04460802 91175157 ylafmtcpux
40264804 17979395 xkpupwpovm
62664082 91799337 ilshkzmvqp
66886008 59935973 xoxmjmjuxs
00046064 33599331 ibkhwtwrmz
84484240 71777757 zyjahurqjc
68642848 73155931 ivizmjulsz
20860042 79731351 jqpadsjebm
40686266 15995357 ulklebcdgn
68602404 57137391 zajqlivgnc
48462888 57313759 axabobsdmr
84648460 93531577 lojmpojclu
44202246 33951957 wzmfyxsfsl
66848242 75177355 hkjkdonmrq
28002402 79755511 axszmpkrqf
62648646 75115539 jspsvspsla
02284662 17313933 ibuvktodwt
62066220 51539513 birgnsjqbm
80246628 71519193 qhqbmhcrmd
42206000 97195771 tstazqnizc
22000888 53331771 uxgrmdqtaj
88088246 51577513 peluvyvonk
48064822 99957753 olmdsvobef
42044082 13935997 vsfobqxezw
02482624 11553799 sbubojuxmb
48882280 55731931 pehursxgpo
60486044 59735511 arufkfinaz
00682448 55731933 lcvqridejg
88048680 35933919 ozqjsrivcl
80204688 73799377 lojalepqno
04664480 17715359 udadkxired
22402666 95153577 xetavqhupc
24428242 73711913 ynapotepcj
66466806 73955755 zqrijkholq
40408284 97137311 ifchypkjgv
86248084 57335377 zmrmhwnapc
88442882 53797799 sjefqncvmt
68024002 93779559 tahqlsdexe
04668446 53137571 yrijczibgx
24066826 33397379 vgtyjyhgbibkjirubyfyritozalozyrorozcxafqjuhwjibyds
40464442 73179797 ejchwdyzcx
86860284 55133719 bwngjmritk
20808660 91531151 uhoniruhkf
86806828 53117199 bepejabyvy
28442224 71377391 wnkdeponqp
62804682 99915731 jknknwfgbc
62664462 11537131 yfsjmzaxod
24000226 97195139 vazcxyxqrgpafetglermbipwlknqvgbmlcdqbynwxypwvsrcne
20864826 53357155 slolexwzel
26884224 11939911 jkfongzsba
68402008 33357391 ulwbqpsngf
82862628 13559195 dmlkvalmbq
62248046 97755737 svmtubsjah
68260446 91351997 zyvwzurgda
64824808 53391357 knsdwlgjkn
20686462 59715991 tqtaryhaha
42682246 99335157 mlajevetof
88280268 95579931 pipidufgnmlajkzyvidkbwnyhuvsdwpkrstofidmzazitabozq
86602840 99911357 ydadepafwv
06440848 95795953 xkvmfkdopq
46068662 39119597 clovurgzsl
40600022 39915535 xonmbgnibkbcjqfstapalutibirwdolgdwjingdyludangxora
46006220 15157511 efkrmpwlut
00248662 51199355 nsbcvobybk
06824262 37539373 gpkrsfozmh
44628842 33395911 dmtsxkpufq
46864046 13339537 wtabkvkjkz
02622260 59533917 hqlobulcri
06048026 99375773 sjsjufedcn
06222844 73577517 rgxqvyzqrs
02208284 71379351 whodujibyv
20224826 39513533 vcvmnqdotm
42408006 79977751 ajmnilsnol
60084246 91195599 zuxorehihw
62248880 33511339 ormhkzctkd
66680664 15939953 xufejglkfkfktqvqjoxkpszynglevctwdojobypizexwzuxery
06866226 59117951 gpahgnglgd
26402642 71555913 pahopqxezm
46628084 35357191 qzulqrczib
28442866 37731739 zexwdazerk
86660040 77375935 arwnatobkz
24642420 59731391 pefylklexqfmpwhqfufgpqdaxgrmbqhkvazezulgponovynshm
28886642 19197575 knorenejon
80046660 93111911 xwxqjaxuvw
68666884 17197135 mhslqlinov
06240886 97571335 fyxslajcvc
08026486 57973553 efqtwdkrsf
62284224 59979753 hmfcfwjstq
42662800 59519731 wpsrcfoxup
68648042 11931933 dslklqlcfm
02040200 77339551 ghihidslsx
86044080 35379551 tqfwdeforc
40642066 55917755 wlybazqfsr
42446484 15917373 jyjenuzeny
88606880 79715379 klcfktmrmd
00482422 17751913 xcvwlobcjw
80820848 53351997 iridedwvud
60426482 19511933 pwnohexmpg
82626644 99375133 cdejklgvit
24484206 37735337 pcvirshkjm
84262606 79913333 ivuzebghoz
80426886 15713111 dupilcjypm
62880046 31319339 ijcdonmdal
08628060 99753131 tkvqbkfarojefydobypozktkbedejufcvqdkfyhsdqdkxgnwxm
64666642 75393757 adczipmzsh
64608200 17971115 dwjobehitwjydmlszopslwdofkvgvujozkpmfcdqpalwxyditg
24006642 17377777 upuhopctev
04482402 53793537 nmrwnivihg
08442200 75731139 yfojglqjwt
08282882 19777337 jcdipkfate
86668046 75315999 obsbgrqjcb
84280664 93553935 nefkjkfozuzalkpgtibqnyjwxkhmjojutanefazqpubincbavy
08604202 17779133 yvepcpqpar
68400482 95159575 xijcdajmjq
44602602 75779539 wzqxuncxif
42422644 53773757 hkdqpadedk
20008042 93377337 qpolgzydir
06646444 15175995 rensvezexylefwdmhqtuzopmluhgfurwnwpgtgdalqhmjkfytq
46842004 17553773 cfehwrgvsp
88848628 59379777 zqrorobmhi
02248446 91199597 udubcxkxkl
22268802 75753791 rqjuhcraha
68628868 93795151 exqryvezqf
02684484 51573175 pexyzotols
48684008 51959735 mledgdipub
88488082 75355319 jebkbwxkxm
22626208 19775333 ytexivuhyx
24208220 97111999 bajqvirmzu
22404288 31559795 cfkbmjcnov
66662882 99515179 hkjmjexsvg
06884848 71173777 edutezctkf
42608464 57519135 fuxapavknu
24046686 13751313 enwdshuvgv
26484044 79913911 vahkxcfyde
26640880 75955713 wdqrqbexch
88460668 71393533 rclczcdqfc
88600640 11393519 cdezwtejql
00244240 37995379 bunghqhevm
46008484 39573593 yhqvihchmj
82626424 95375195 hwxexqfefu
84622068 75993319 gxevkjwjmj
02624262 15333975 fozizixofufsjazenedsjwlszshkbapehmxsvkncdunyfqzgrw
86420460 77135153 kbsnajojoj
24864228 15939553 tuhenknklu
06480864 95773175 wjsjizorcn
82022026 75959793 hclijojitk
80488604 75997177 mnsbubyzkv
04402042 59157351 bixspqfoje
04026242 35539395 sjytgjmtkh
86882442 59737995 zezuhqdojc
60002802 73371919 qvsranmdex
82428080 97139371 hwbstebmzk
66828442 53519337 gdujgvwpor
66848428 51133177 lkpejaxklo
20206440 53335373 ilujwjgfqb
46402064 15397511 xolatyjobk
86662042 57595517 yrqdybmrcd
84288448 73939977 pehsnstanm
28662684 57599197 irepkfojyx
86024206 59737533 buxsjovchyraxepydwtqranirubuxkryxcfmzylitepkdgnexs
88868680 91733199 ivshcjorcz
08004426 95139575 vaxwfgfsvo
42684040 17757535 cvadmjafwv
60606882 37373735 xgnqrejanobixmtsxiryfsjkhqlehqfivsxarevypcdgjgdcfq
26480006 39777979 sduzslgdub
88008426 19539777 lixsdqbwrw
82604486 59573553 izirmjqnal
46486400 59577513 hgvuxerwhe
84824604 57753933 ktmbepuvov
20260688 13315159 lidkbarixw
68682482 35135971 ctezsrwtml
20002460 97531351 jmnotczkbq
64600668 17337793 ktehwvubyd
00402006 79191191 fitoroxkjw
88000044 77193791 ulqtghsxgt
86228046 51199751 nexinizupc
06020608 33995733 ihelqzexwl
04002402 75913395 byxmpghuzs
08628224 53913997 ibknerwnsh
66246244 97971135 dgrghwrurw
00604200 35731595 ufcjulepcf
64448808 91377393 xubylsxwvg
82884028 77797193 wjsxqtuzaz
28428660 53777117 lipoxwbufy
24426848 91951311 wrwngpglyx
28282888 77711935 jmnododkxk
28022606 39957911 gvsrsxwnob
62606262 91937119 fonobmrupg
62280640 91935151 ibsdodkvir
46868800 31931535 jaxetsfsfg
62484202 11393515 gtszelkhst
66880460 11373373 xavcjsdape
44882864 19779533 wfahyfmraf
20482646 73333199 xknajehkpe
40464064 91915975 mvypwrclkt
80486664 77595333 nqheluhgdg
88242602 33539151 gzqncdspuj
08844848 13937375 huxmzmfwbc
06480286 93719759 utonopyzcx
66466426 79339575 fmvcvufofw
82884662 71799331 arybazohat
60642404 53373559 ngzurufeli
80822664 53935331 epqrcbidoj
46208668 79379379 ryvelqpuhetqfgfgvufapetyhopczclobsfgfyvkbirkjulmdw
04446886 37513931 yxyxyrqreh
66086266 11395119 tefwjatofu
60624804 13153759 wlmnijiryx
08222200 19399395 nwdidgbapw
82846204 75555171 szopkjgvih
48668860 75337951 lwnojklshu
46206606 13953551 khmlsridsh
64688426 31555553 lkbmfabkda
86460820 93197313 yfglytsvyn
82668666 59395373 nonwncdope
24608826 19979915 mhqhsfaxif
88286660 39359173 bejahqxuxs
44602022 91537193 ivarinalcv
62486064 13913953 rklavsrifi
86644864 35117131 yjkbsdancz
82040006 99193993 xyjmfujcta
00246244 95799973 qhwjytctkx
66086068 19757975 fojwdmdkvy
82028824 95337351 wxcvqjyjyp
66284064 15517171 larwxyvohs
28826004 31115937 ovenizwbaj
86446824 77733319 nyzahepcpmfchihahepyxkpihynqdivcxczojcnwruvwhwdody
82682004 13539555 olszmhsvyv
02488848 95571175 lejsdurqvg
26620822 75317515 wjajujopod
08244680 37997797 dsriloxwry
62004880 77571377 yvgjipohkd
44826886 75793779 tevczitgls
00662608 77355735 qvyzmnqvid
60648042 33159951 vkrmhefitypwpmnqxebizctwbojgvwdgjcvylsdgxkpsbipwny
00804824 55979155 enqfczizub
04442606 13155537 zkhijyjwza
28680620 11177157 kfihynsbeh
20044400 51555359 dmjcbiriho
64404224 15395139 ipmtwxkbsh
22082606 19371951 pczarkduvivonyxopudkbopefgpoxcnkzolixqhyjiponaxyxe
48242440 39179335 yvyhczgngl
64204420 59973759 fofelajqlc
82086266 73357757 arspgxylkb
42846022 91111537 vydezghgbe
22260846 97577717 ofingnwluj
20040282 93973713 bgzapyxkdq
42226622 53759399 inszofcjqv
08446624 57595573 pkpsfqdulq
02088024 15373719 ytavuvalgl
42288244 35537799 xargdujgna
62284266 75551951 ujwtkreran
20420004 15395191 vunktcnolk
22002024 95317797 wpsnihcbih
42462086 95179359 bynededcpm
02204846 13715155 yvwvkhsjcf
20248462 11555931 zajivspkbs
24620402 91115139 unmvglaton
22806266 73555333 tsfsnitkrm
66206842 51957731 iladahshuz
06880406 95911919 zizcfubefc
28408224 53559773 mtwfypmbqb
88204208 39915713 vmjojytere
24406604 59139733 edqbqvshyp
68268640 93357591 jmjsbcjcpi
82222602 39139573 mjghcfgdap
66280884 75135933 twbqjitahi
60886080 39531151 ifstirkngp
40600806 31353337 dilifanozw
84228844 97997711 insjwtmbub
08640442 51999517 xkpufqjilq
82242822 57533755 wjyfspedyv
28866264 53997975 jybuvyruxa
44400488 31593577 ivqdwnsnyv
66862046 77319193 vohkvczkxy
42224080 33117777 gjmxitcjcj
04466262 17157511 ditofibanq
02662864 31195971 crcfitejyj
62866262 51533911 vwfizqnufm
66802266 79155995 yrgpaveraf
80026684 13319193 hydmdijqty
68246242 15959377 qjwjmborcz
46222208 19393391 hupshoxwvy
26606204 31377179 wzydsxkvcf
08602802 91331713 hkxavavklg
62200246 33137931 gxihwlknaz
28888840 59597395 huzmbazybw
60888028 13133539 wpyhmbmxkj
28280460 35511359 hqnopgjkfa
60424864 59979957 ujihebgzkz
20240466 93917937 rwxkrypgje
68842848 79751573 mbahqnatat
08624686 91791719 hixabwlifs
04842424 73337197 yvijedcfwv
44484864 91135371 tcpahyvwji
02206046 97357799 cfytmnankx
42686888 37519533 dklitwvslsxozqdolmlapsxkruvojizqrevcpujabonojwnmho
66640440 53515513 krsredqrot
28682862 13117711 xkjwdensza
80224246 51913133 udmtwbifyv
60202826 15973155 tcbepmxoda
02020244 53599997 mtshunuzkh
28066664 59991197 vyvclgrihknibqbcvqdsjcfyfwzutydyjojmjmbotadkpanarw
24468882 51773939 sjodyderwt
84000640 73593955 ladonktipi
80804400 91599331 ezsputuxsn
86426264 15975911 lknqvcpqpm
00066800 13799737 yzyzupqfer
64886682 19115131 tcfwjatqxq
08644028 95797351 ilkzuhgxgx
66680880 73375973 lklaxczwdcpyrixcdodixmtenclijobcpihwvynypoxafkrqjk
62808686 59757977 spwbghqfwx
46860002 17799779 nifwbqrkny
08008808 33311573 cnqhsvynmx
28642026 99355559 zcvmjsbilg
82644484 17711137 enyperahmv
26640406 77599993 pqjulmbehi
86880808 35553573 snytgvwber
80280206 75971135 lahojqfajk
22800046 79331753 cbqhqhgfah
84424202 19711517 hsvcnwvkdi
40222488 77773117 kpqfejcjuf
06680664 75395759 zmdszohihwbstotexshkrepmxuraratyxqlclgvebsxwbyhgte
24468886 97951755 mtanubyzkr
84286462 99991733 rctqtaroda
46644880 75993135 ulcbcjarut
46402820 77751971 xibsnexmlivilkfsfgdqbuhepqlsfenuzibqfkbqpojgbwxmhw
26420640 93713719 idqtczyjgx
62204400 33111775 xmnwbudupg
02406248 13391531 exyritkpoz
42086228 71791351 nohmjwlspu
88604820 75791971 anonqjkvon
28026046 57571313 fupgnunkfojyvgjkfaxyfspspebyrupwpydgvoxatcbijebyli
48024806 31753597 qfozknunyd
0 5
86480400 95713111 GNWRQRIBAJ
40826684 95779153 UDQTORULQN
82402426 51577513 IDKJOPKDMD
68464620 75753791 OVCZIFYTOR
88088246 19757975 AZWFUXULYT
5 0
permit 86480400 95713111
permit 82402426 17593337
permit 88088246 95779153
permit 22268802 91733357
permit 66086068 51577513
1 16
permit 11111111 00000000
11111111 10000000 FooBarBaz
01111111 00000000 FooBarBaz
11111111 01000000 FooBarBaz
10111111 00000000 FooBarBaz
11111111 00100000 FooBarBaz
11011111 00000000 FooBarBaz
11111111 00010000 FooBarBaz
11101111 00000000 FooBarBaz
11111111 00001000 FooBarBaz
11110111 00000000 FooBarBaz
11111111 00000100 FooBarBaz
11111011 00000000 FooBarBaz
11111111 00000010 FooBarBaz
11111101 00000000 FooBarBaz
11111111 00000001 FooBarBaz
11111110 00000000 FooBarBaz
1 2
permit ?1111111 ?0000000
11111111 00000000 FooBarBaz
01111111 10000000 FooBarBaz
1 2
permit 1?111111 0?000000
11111111 00000000 FooBarBaz
10111111 01000000 FooBarBaz
1 2
permit ??111111 ??000000
11111111 00000000 FooBarBaz
00111111 11000000 FooBarBaz
1 2
permit 11?11111 00?00000
11111111 00000000 FooBarBaz
11011111 00100000 FooBarBaz
1 2
permit ?1?11111 ?0?00000
11111111 00000000 FooBarBaz
01011111 10100000 FooBarBaz
1 2
permit 1??11111 0??00000
11111111 00000000 FooBarBaz
10011111 01100000 FooBarBaz
1 2
permit ???11111 ???00000
11111111 00000000 FooBarBaz
00011111 11100000 FooBarBaz
1 2
permit 111?1111 000?0000
11111111 00000000 FooBarBaz
11101111 00010000 FooBarBaz
1 2
permit ?11?1111 ?00?0000
11111111 00000000 FooBarBaz
01101111 10010000 FooBarBaz
1 2
permit 1?1?1111 0?0?0000
11111111 00000000 FooBarBaz
10101111 01010000 FooBarBaz
1 2
permit ??1?1111 ??0?0000
11111111 00000000 FooBarBaz
00101111 11010000 FooBarBaz
1 2
permit 11??1111 00??0000
11111111 00000000 FooBarBaz
11001111 00110000 FooBarBaz
1 2
permit ?1??1111 ?0??0000
11111111 00000000 FooBarBaz
01001111 10110000 FooBarBaz
1 2
permit 1???1111 0???0000
11111111 00000000 FooBarBaz
10001111 01110000 FooBarBaz
1 2
permit ????1111 ????0000
11111111 00000000 FooBarBaz
00001111 11110000 FooBarBaz
1 2
permit 1111?111 0000?000
11111111 00000000 FooBarBaz
11110111 00001000 FooBarBaz
1 2
permit ?111?111 ?000?000
11111111 00000000 FooBarBaz
01110111 10001000 FooBarBaz
1 2
permit 1?11?111 0?00?000
11111111 00000000 FooBarBaz
10110111 01001000 FooBarBaz
1 2
permit ??11?111 ??00?000
11111111 00000000 FooBarBaz
00110111 11001000 FooBarBaz
1 2
permit 11?1?111 00?0?000
11111111 00000000 FooBarBaz
11010111 00101000 FooBarBaz
1 2
permit ?1?1?111 ?0?0?000
11111111 00000000 FooBarBaz
01010111 10101000 FooBarBaz
1 2
permit 1??1?111 0??0?000
11111111 00000000 FooBarBaz
10010111 01101000 FooBarBaz
1 2
permit ???1?111 ???0?000
11111111 00000000 FooBarBaz
00010111 11101000 FooBarBaz
1 2
permit 111??111 000??000
11111111 00000000 FooBarBaz
11100111 00011000 FooBarBaz
1 2
permit ?11??111 ?00??000
11111111 00000000 FooBarBaz
01100111 10011000 FooBarBaz
1 2
permit 1?1??111 0?0??000
11111111 00000000 FooBarBaz
10100111 01011000 FooBarBaz
1 2
permit ??1??111 ??0??000
11111111 00000000 FooBarBaz
00100111 11011000 FooBarBaz
1 2
permit 11???111 00???000
11111111 00000000 FooBarBaz
11000111 00111000 FooBarBaz
1 2
permit ?1???111 ?0???000
11111111 00000000 FooBarBaz
01000111 10111000 FooBarBaz
1 2
permit 1????111 0????000
11111111 00000000 FooBarBaz
10000111 01111000 FooBarBaz
1 2
permit ?????111 ?????000
11111111 00000000 FooBarBaz
00000111 11111000 FooBarBaz
1 2
permit 11111?11 00000?00
11111111 00000000 FooBarBaz
11111011 00000100 FooBarBaz
1 2
permit ?1111?11 ?0000?00
11111111 00000000 FooBarBaz
01111011 10000100 FooBarBaz
